price_in_aud,brand,year,made_in,body_type,engine_power_hp,torque_nm,no_of_cylinders,transmission_type,gear_box_speed,steering_type,kerb_weight_lbs,front_brake,rear_brake,mileage_in_city_mpg,mileage_on_highway_mpg,fuel_type,seating_capacity,fuel_tank_capacity_litres,no_of_doors
69250.0,Nissan,2022,Japan,suv,284.0,351.204,6.0,automatic,9,power,4625.0,ventilated disc,ventilated disc,21.0,25.0,gasoline,7,70.115,5
66514.0,Nissan,2022,Japan,suv,284.0,351.204,6.0,automatic,9,power,4470.0,ventilated disc,ventilated disc,21.0,26.0,gasoline,8,70.115,5
59746.0,Nissan,2022,Japan,suv,284.0,351.204,6.0,automatic,9,power,4506.0,ventilated disc,ventilated disc,21.0,27.0,gasoline,8,70.115,5
57010.0,Nissan,2022,Japan,suv,284.0,351.204,6.0,automatic,9,power,4354.0,ventilated disc,ventilated disc,21.0,26.0,gasoline,8,70.115,5
54864.0,Nissan,2022,Japan,suv,284.0,351.204,6.0,automatic,9,power,4484.0,ventilated disc,ventilated disc,21.0,27.0,gasoline,8,70.115,5
326678.0,Audi,2022,United States,sedan,339.9,500.0,6.0,automatic,10,power,5467.0,disc,disc,20.0,26.0,gasoline,5,68.22,2
268517.0,Audi,2022,United States,sedan,339.9,500.0,6.0,automatic,10,power,5467.0,disc,disc,20.0,26.0,gasoline,4,68.22,2
66528.0,Audi,2023,United States,hatchback,261.0,370.18800000000005,4.0,automatic,7,power,3781.0,ventilated disc,ventilated disc,24.0,31.0,gasoline,5,57.987,4
66528.0,Audi,2023,United States,hatchback,261.0,370.18800000000005,4.0,automatic,7,power,3781.0,ventilated disc,ventilated disc,24.0,31.0,gasoline,5,57.987,4
60480.0,Audi,2023,Germany,sedan,261.0,370.18800000000005,4.0,automatic,7,power,3726.0,disc,disc,24.0,31.0,gasoline,5,57.987,4
60480.0,Audi,2023,Germany,sedan,261.0,370.18800000000005,4.0,automatic,7,power,3726.0,disc,disc,24.0,31.0,gasoline,5,57.987,4
57456.0,Audi,2023,Germany,sedan,201.0,320.016,4.0,automatic,7,power,3682.0,disc,disc,26.0,34.0,gasoline,5,57.987,4
234720.0,Audi,2023,Germany,convertible,562.0,550.5360000000001,1.0,automatic,7,power,3847.0,abs,abs,14.0,23.0,premium,2,79.96900000000001,2
76176.0,Audi,2023,United States,convertible,261.0,370.18800000000005,4.0,automatic,7,power,4045.0,ventilated disc,ventilated disc,23.0,31.0,gasoline,4,57.987,2
76176.0,Audi,2023,United States,convertible,261.0,370.18800000000005,4.0,automatic,7,power,4045.0,disc,disc,23.0,31.0,gasoline,4,57.987,2
76176.0,Audi,2023,United States,convertible,261.0,370.18800000000005,4.0,automatic,7,power,4045.0,disc,disc,23.0,31.0,gasoline,4,57.987,2
62640.0,Audi,2023,United States,suv,201.0,320.016,4.0,automatic,7,power,4079.0,disc,disc,23.0,29.0,gasoline,5,70.115,4
80064.0,Audi,2023,United States,hatchback,349.0,500.36400000000003,6.0,automatic,8,power,3924.0,disc,disc,21.0,30.0,gasoline,5,57.987,4
79632.0,Audi,2023,United States,hatchback,349.0,500.36400000000003,6.0,automatic,8,power,3924.0,disc,disc,21.0,30.0,gasoline,5,57.987,4
79632.0,Audi,2023,United States,hatchback,349.0,500.36400000000003,6.0,automatic,8,power,3924.0,disc,disc,21.0,30.0,gasoline,5,57.987,4
66528.0,Audi,2023,United States,coupe,261.0,370.18800000000005,4.0,automatic,7,power,3715.0,disc,disc,24.0,31.0,gasoline,4,57.987,2
63504.0,Audi,2023,United States,hatchback,201.0,320.016,4.0,automatic,7,power,3759.0,ventilated disc,ventilated disc,26.0,34.0,gasoline,5,57.987,4
60480.0,Audi,2023,Germany,sedan,261.0,370.18800000000005,4.0,automatic,7,power,3726.0,disc,disc,24.0,31.0,gasoline,5,57.987,4
124560.0,Audi,2023,United States,suv,500.0,770.2080000000001,8.0,automatic,8,power,5291.0,disc,disc,15.0,21.0,gasoline,7,85.275,4
75456.0,Audi,2023,United States,sedan,349.0,500.36400000000003,6.0,automatic,8,power,3847.0,ventilated disc,ventilated disc,21.0,30.0,gasoline,5,57.987,4
55872.0,Audi,2023,United States,suv,228.0,349.848,4.0,automatic,8,power,3913.0,disc,disc,21.0,28.0,premium,5,60.261,4
55728.0,Audi,2023,United States,suv,228.0,349.848,4.0,automatic,8,power,3913.0,disc,disc,21.0,28.0,premium,5,60.261,4
52416.0,Audi,2023,United States,suv,184.0,299.67600000000004,4.0,automatic,8,power,3902.0,disc,disc,22.0,30.0,premium,5,60.261,4
99648.0,Audi,2023,United States,hatchback,335.0,500.36400000000003,6.0,automatic,7,power,4332.0,disc,disc,22.0,29.0,premium,5,73.147,4
170640.0,Audi,2023,United States,hatchback,591.0,800.0400000000001,8.0,automatic,8,power,4938.0,disc,disc,15.0,22.0,gasoline,5,73.147,4
99504.0,Audi,2022,United States,suv,355.0,561.384,4.0,automatic,8,rack & pinion,5743.0,disc,disc,76.0,78.0,electric,5,68.22,4
66528.0,Audi,2023,United States,coupe,261.0,370.18800000000005,4.0,automatic,7,power,3715.0,disc,disc,24.0,31.0,gasoline,4,57.987,2
75456.0,Audi,2023,United States,sedan,349.0,500.36400000000003,6.0,automatic,8,power,3847.0,ventilated disc,ventilated disc,21.0,31.0,gasoline,5,57.987,4
99504.0,Audi,2022,United States,suv,355.0,561.384,4.0,automatic,8,rack & pinion,5743.0,disc,disc,76.0,78.0,electric,5,68.22,4
86112.0,Audi,2022,United States,sedan,335.0,500.36400000000003,6.0,automatic,7,power,4266.0,disc,disc,21.0,30.0,gasoline,5,73.147,4
80496.0,Audi,2022,United States,sedan,261.0,370.18800000000005,4.0,automatic,7,power,4101.0,disc,disc,23.0,32.0,gasoline,5,73.147,4
99648.0,Audi,2022,United States,hatchback,335.0,500.36400000000003,6.0,automatic,7,power,4332.0,disc,disc,21.0,30.0,premium,5,73.147,4
124560.0,Audi,2023,United States,sedan,335.0,500.36400000000003,6.0,automatic,8,power,4773.0,disc,disc,19.0,28.0,gasoline,5,82.243,4
82800.0,Audi,2023,United States,suv,261.0,400.02000000000004,4.0,automatic,8,power,4806.0,disc,disc,20.0,25.0,gasoline,7,85.275,5
75456.0,Audi,2023,United States,sedan,349.0,500.36400000000003,6.0,automatic,8,power,3847.0,disc,disc,21.0,30.0,gasoline,5,57.987,4
65520.0,Audi,2022,United States,wagon,261.0,370.18800000000005,4.0,automatic,7,power,3880.0,ventilated disc,ventilated disc,24.0,30.0,gasoline,5,57.987,4
65520.0,Audi,2022,United States,wagon,261.0,370.18800000000005,4.0,automatic,7,power,3880.0,ventilated disc,ventilated disc,24.0,30.0,gasoline,5,57.987,4
66960.0,Audi,2023,United States,wagon,261.0,370.18800000000005,4.0,automatic,7,power,3880.0,ventilated disc,ventilated disc,24.0,30.0,gasoline,5,57.987,4
58896.0,Audi,2023,Germany,sedan,201.0,320.016,4.0,automatic,7,power,3682.0,disc,disc,26.0,34.0,gasoline,5,57.987,4
67651.0,Audi,2023,Germany,sedan,306.0,400.02000000000004,4.0,automatic,7,power,3538.0,disc,disc,23.0,32.0,gasoline,5,54.955,4
67392.0,Audi,2023,Germany,sedan,306.0,400.02000000000004,4.0,automatic,7,power,3538.0,disc,disc,23.0,32.0,gasoline,5,54.955,4
93456.0,Audi,2023,Germany,convertible,349.0,500.36400000000003,6.0,automatic,8,power,4167.0,disc,disc,21.0,28.0,gasoline,4,57.987,2
93312.0,Audi,2023,Germany,convertible,349.0,500.36400000000003,6.0,automatic,8,power,4167.0,disc,disc,21.0,28.0,gasoline,4,57.987,2
79085.0,Audi,2023,United States,suv,349.0,500.36400000000003,6.0,automatic,8,power,4288.0,disc,disc,19.0,24.0,gasoline,5,70.115,4
1077120.0,Audi,2023,Germany,coupe,204.0,830.0,4.0,automatic,8,power,3417.0,disc,abs,20.0,26.0,gasoline,2,68.22,2
90000.0,Audi,2022,United States,suv,335.0,500.36400000000003,6.0,automatic,8,power,5071.0,disc,disc,18.0,23.0,gasoline,7,85.275,5
80064.0,Audi,2022,United States,convertible,261.0,370.18800000000005,4.0,automatic,7,power,4045.0,disc,abs,23.0,31.0,hybrid,4,57.987,2
64080.0,Audi,2022,United States,convertible,261.0,370.18800000000005,4.0,automatic,7,power,4045.0,disc,abs,23.0,31.0,hybrid,4,57.987,2
149602.0,Audi,2022,Germany,coupe,590.0,829.8720000000001,4.0,automatic,8,power,3417.0,disc,abs,25.0,34.0,electric,4,68.22,4
1077120.0,Audi,2022,Germany,coupe,204.0,830.0,4.0,automatic,8,power,3417.0,disc,abs,20.0,26.0,gasoline,2,68.22,2
210082.0,Audi,2022,Germany,coupe,562.0,550.5360000000001,1.0,automatic,7,power,3549.0,disc,abs,14.0,23.0,premium,2,83.00099999999999,2
216274.0,Audi,2022,Germany,coupe,562.0,550.5360000000001,1.0,automatic,7,power,3847.0,disc,abs,13.0,20.0,gasoline,2,85.275,2
213106.0,Audi,2022,Germany,coupe,602.0,560.028,1.0,automatic,7,power,3638.0,disc,abs,13.0,20.0,gasoline,2,85.275,2
218722.0,Audi,2022,United States,coupe,602.0,560.028,1.0,automatic,7,power,3638.0,disc,abs,13.0,20.0,gasoline,2,85.275,2
103248.0,Chevrolet,2023,United States,suv,490.0,630.5400000000001,8.0,automatic,8,electric rack & pinion,3467.0,disc,disc,16.0,24.0,gasoline,2,70.115,2
49968.0,Chevrolet,2022,United States,wagon,200.0,360.696,4.0,automatic,1,electric power steering,3589.0,disc,disc,131.0,109.0,electric,5,68.22,4
36864.0,Chevrolet,2023,United States,wagon,200.0,360.696,4.0,automatic,1,electric power steering,3589.0,disc,disc,131.0,109.0,electric,5,68.22,4
64786.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
61920.0,Chevrolet,2023,United States,truck,310.0,528.84,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
36619.0,Chevrolet,2023,United States,truck,237.0,351.204,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
36619.0,Chevrolet,2023,United States,truck,237.0,351.204,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
95026.0,Chevrolet,2022,United States,suv,557.0,878.6880000000001,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
74866.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
71410.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
68530.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
64786.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,electric,5,68.22,4
43200.0,Chevrolet,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,1,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
50112.0,Chevrolet,2023,United States,suv,228.0,349.848,4.0,automatic,9,electric power steering,3918.0,disc,disc,22.0,29.0,gasoline,5,73.526,4
65376.0,Chevrolet,2023,United States,suv,228.0,349.848,4.0,automatic,9,electric power steering,4218.0,disc,disc,22.0,27.0,gasoline,5,82.243,4
65376.0,Chevrolet,2023,United States,suv,308.0,366.12,6.0,automatic,9,electric power steering,4313.0,disc,disc,19.0,26.0,gasoline,5,82.243,4
54000.0,Chevrolet,2023,United States,suv,228.0,349.848,4.0,automatic,9,electric power steering,4144.0,disc,disc,22.0,27.0,gasoline,5,82.243,4
50112.0,Chevrolet,2022,United States,suv,228.0,349.848,4.0,automatic,9,electric power steering,3918.0,disc,disc,22.0,29.0,gasoline,5,73.526,4
122400.0,Chevrolet,2023,United States,coupe,650.0,881.4000000000001,8.0,automatic,8,power rack & pinion,3524.0,disc,disc,15.0,22.0,gasoline,2,70.115,2
31392.0,Chevrolet,2023,United States,suv,137.0,219.67200000000003,3.0,automatic,8,power,3975.0,disc,disc,29.0,31.0,gasoline,5,50.028,4
39456.0,Chevrolet,2023,United States,suv,155.0,235.94400000000002,3.0,automatic,9,electric rack & pinion,3975.0,disc,disc,26.0,30.0,gasoline,5,50.028,4
39456.0,Chevrolet,2023,United States,suv,155.0,235.94400000000002,3.0,automatic,9,electric rack & pinion,3975.0,disc,disc,26.0,30.0,gasoline,5,50.028,4
37440.0,Chevrolet,2023,United States,suv,155.0,235.94400000000002,3.0,automatic,9,electric rack & pinion,3975.0,disc,disc,26.0,30.0,gasoline,5,50.028,4
34272.0,Chevrolet,2023,United States,suv,155.0,235.94400000000002,3.0,automatic,8,electric rack & pinion,3975.0,disc,disc,26.0,30.0,gasoline,5,50.028,4
49680.0,Chevrolet,2023,United States,suv,200.0,360.696,4.0,automatic,1,electric power steering,3680.0,disc,disc,125.0,104.0,electric,5,68.22,4
92448.0,Chevrolet,2022,United States,suv,355.0,519.3480000000001,8.0,automatic,10,power,3975.0,disc,disc,15.0,20.0,gasoline,8,106.12,5
36619.0,Chevrolet,2023,United States,truck,237.0,351.204,4.0,automatic,8,power rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
70128.0,Chevrolet,2022,United States,truck,310.0,583.08,8.0,automatic,10,electric,5240.0,disc,abs,16.0,18.0,gasoline,6,90.96000000000001,4
97344.0,Chevrolet,2022,United States,truck,420.0,623.76,8.0,automatic,10,electric,5148.0,disc,abs,14.0,17.0,gasoline,5,90.96000000000001,4
71712.0,Chevrolet,2022,United States,truck,355.0,519.3480000000001,8.0,automatic,10,electric,5187.0,disc,abs,16.0,21.0,gasoline,5,90.96000000000001,4
53568.0,Chevrolet,2022,South Korea,van,276.0,404.088,6.0,automatic,8,power,9600.0,disc,disc,12.0,16.0,gasoline,12,117.49,5
48240.0,Chevrolet,2022,United States,hatchback,200.0,360.696,4.0,automatic,1,electric,3679.0,disc,disc,20.0,26.0,electric,5,68.22,4
129600.0,Chevrolet,2023,United States,suv,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
65088.0,Chevrolet,2022,South Korea,truck,310.0,471.88800000000003,4.0,automatic,8,electric rack & pinion,3975.0,disc,disc,16.0,18.0,gasoline,4,68.22,2
55296.0,Chevrolet,2022,South Korea,van,276.0,404.088,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,12,68.22,4
55296.0,Chevrolet,2022,South Korea,van,276.0,404.088,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,12,68.22,4
51984.0,Chevrolet,2022,South Korea,van,276.0,404.088,4.0,automatic,8,electric rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,2,68.22,2
47520.0,Chevrolet,2022,South Korea,van,276.0,404.088,4.0,automatic,8,electric rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,2,68.22,2
75600.0,Chevrolet,2022,South Korea,truck,355.0,519.3480000000001,8.0,automatic,10,electric rack & pinion,3975.0,disc,disc,14.0,17.0,gasoline,4,68.22,2
92448.0,Chevrolet,2022,United States,suv,355.0,519.3480000000001,8.0,automatic,10,power,3975.0,disc,disc,15.0,20.0,gasoline,8,106.12,5
53568.0,Chevrolet,2022,Japan,van,276.0,404.088,6.0,automatic,8,power,3975.0,disc,disc,12.0,16.0,gasoline,12,117.49,5
53568.0,Chevrolet,2022,Japan,van,276.0,404.088,6.0,automatic,8,power,3975.0,disc,disc,12.0,16.0,gasoline,12,117.49,5
78480.0,Chevrolet,2022,South Korea,truck,310.0,583.08,4.0,automatic,8,electric,9100.0,disc,abs,17.0,23.0,gasoline,6,90.96000000000001,4
77616.0,Chevrolet,2022,South Korea,truck,355.0,519.3480000000001,4.0,automatic,8,power,9700.0,disc,abs,17.0,23.0,gasoline,6,90.96000000000001,4
63216.0,Chevrolet,2023,United States,truck,308.0,372.90000000000003,6.0,automatic,8,power,3975.0,disc,abs,16.0,18.0,gasoline,4,79.59,4
52560.0,Chevrolet,2023,United States,truck,308.0,372.90000000000003,6.0,automatic,6,power rack & pinion,3975.0,disc,disc,18.0,25.0,gasoline,4,79.59,4
42624.0,Chevrolet,2023,United States,truck,237.0,351.204,4.0,automatic,8,power rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
102960.0,Chevrolet,2023,United States,coupe,490.0,630.5400000000001,8.0,automatic,8,power rack & pinion,3366.0,disc,disc,16.0,24.0,gasoline,2,70.115,2
109656.0,Chevrolet,2023,United States,coupe,490.0,630.5400000000001,8.0,automatic,8,electric rack & pinion,3366.0,disc,drum,16.0,24.0,gasoline,2,70.115,2
99792.0,Chevrolet,2022,United States,suv,355.0,519.3480000000001,8.0,automatic,10,power,3975.0,disc,disc,15.0,19.0,gasoline,7,106.12,5
43200.0,Ford,2022,United States,truck,290.0,400.02000000000004,4.0,automatic,8,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
50400.0,Ford,2022,United States,truck,426.0,1050.9,4.0,automatic,8,rack & pinion,5500.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
75600.0,Ford,2023,United States,truck,284.0,490.872,4.0,automatic,10,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
72317.0,Ford,2023,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,5743.0,disc,disc,20.0,26.0,gasoline,2,95.129,4
63576.0,Ford,2023,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,disc,20.0,26.0,gasoline,2,95.129,4
61776.0,Ford,2023,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,disc,20.0,26.0,gasoline,2,95.129,4
60408.0,Ford,2023,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,disc,20.0,26.0,gasoline,2,95.129,4
75600.0,Ford,2023,United States,truck,284.0,490.872,4.0,automatic,10,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
44352.0,Ford,2023,United States,suv,275.0,427.14000000000004,6.0,automatic,8,power,4286.0,disc,disc,20.0,22.0,gasoline,4,64.051,2
58219.0,Ford,2022,United States,suv,221.0,210.18,4.0,automatic,8,power,3870.0,disc,abs,20.0,26.0,gasoline,5,42.448,4
54605.0,Ford,2022,United States,suv,221.0,210.18,4.0,automatic,8,power,3870.0,disc,abs,20.0,26.0,gasoline,5,42.448,4
50674.0,Ford,2022,United States,suv,221.0,210.18,4.0,automatic,8,power,3870.0,disc,abs,20.0,26.0,gasoline,5,42.448,4
47333.0,Ford,2022,China,minivan,162.0,195.264,4.0,automatic,8,rack & pinion,4019.0,disc,disc,20.0,26.0,gasoline,5,59.882000000000005,4
44323.0,Ford,2022,China,minivan,162.0,195.264,4.0,automatic,8,rack & pinion,4028.0,disc,disc,20.0,26.0,gasoline,5,59.882000000000005,4
41285.0,Ford,2022,China,minivan,162.0,195.264,4.0,automatic,8,rack & pinion,4028.0,disc,disc,20.0,26.0,gasoline,5,59.882000000000005,4
64814.0,Ford,2022,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,5769.0,disc,disc,20.0,26.0,gasoline,5,95.129,4
56074.0,Ford,2022,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,disc,20.0,26.0,gasoline,5,95.129,4
54274.0,Ford,2022,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,disc,20.0,26.0,gasoline,5,95.129,4
52906.0,Ford,2022,China,minivan,275.0,352.56,4.0,automatic,8,rack & pinion,4985.0,disc,abs,20.0,26.0,gasoline,5,95.129,4
71352.0,Ford,2022,China,van,275.0,352.56,4.0,automatic,8,rack & pinion,6865.0,disc,abs,20.0,26.0,gasoline,5,95.129,4
68198.0,Ford,2022,China,van,275.0,352.56,4.0,automatic,8,rack & pinion,6066.0,disc,abs,20.0,26.0,gasoline,5,95.129,4
67766.0,Ford,2022,China,van,275.0,352.56,4.0,automatic,8,rack & pinion,6865.0,disc,abs,20.0,26.0,gasoline,5,95.129,4
131774.0,Ford,2022,China,truck,475.0,1423.8000000000002,4.0,automatic,8,re-circulating ball,8132.0,disc,disc,20.0,26.0,gasoline,5,181.92000000000002,2
105638.0,Ford,2022,China,truck,385.0,1423.8000000000002,4.0,automatic,8,re-circulating ball,7443.0,disc,disc,20.0,26.0,gasoline,5,181.92000000000002,2
99288.0,Ford,2022,China,truck,385.0,1423.8000000000002,4.0,automatic,8,re-circulating ball,7443.0,disc,disc,20.0,26.0,gasoline,5,181.92000000000002,2
75600.0,Ford,2023,United States,truck,284.0,490.872,4.0,automatic,10,power,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
74592.0,Ford,2022,Canada,suv,265.52,580.0,4.0,automatic,1,electric,4889.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
83232.0,Ford,2022,Canada,suv,345.98,580.0,4.0,automatic,1,electric,4889.0,disc,disc,20.0,26.0,gasoline,5,68.22,4
67090.0,Ford,2022,United States,suv,275.0,427.14000000000004,6.0,automatic,8,rack & pinion,4945.0,disc,disc,16.0,18.0,gasoline,5,78.83200000000001,4
64066.0,Ford,2022,United States,suv,275.0,427.14000000000004,6.0,automatic,8,rack & pinion,4705.0,disc,disc,16.0,18.0,gasoline,4,64.051,2
70704.0,Ford,2022,Canada,suv,265.52,430.0,4.0,automatic,1,electric,4889.0,disc,disc,20.0,26.0,electric,5,68.22,4
56664.0,Ford,2022,United States,suv,275.0,427.14000000000004,6.0,automatic,10,power,4406.0,disc,disc,20.0,22.0,gasoline,4,78.83200000000001,2
109195.0,Ford,2022,United States,truck,400.0,678.0,4.0,automatic,8,rack & pinion,4719.0,disc,disc,18.0,24.0,gasoline,5,98.54,4
56722.0,Ford,2022,United States,truck,400.0,555.96,4.0,automatic,8,rack & pinion,4465.0,disc,disc,17.0,24.0,gasoline,5,98.54,4
60048.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4580.0,disc,disc,20.0,22.0,gasoline,5,78.83200000000001,4
56664.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4406.0,disc,disc,20.0,22.0,gasoline,4,64.051,2
55858.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4825.0,disc,disc,17.0,19.0,gasoline,5,78.83200000000001,4
88402.0,Ford,2022,United States,truck,400.0,555.96,4.0,automatic,8,rack & pinion,4680.0,disc,disc,17.0,24.0,gasoline,5,98.54,4
84398.0,Ford,2022,United States,truck,400.0,555.96,4.0,automatic,8,rack & pinion,4677.0,disc,disc,17.0,24.0,gasoline,5,98.54,4
71237.0,Ford,2022,United States,suv,315.0,555.96,6.0,automatic,8,power,4935.0,disc,disc,18.0,20.0,gasoline,5,78.83200000000001,4
68803.0,Ford,2022,United States,suv,315.0,555.96,6.0,automatic,8,power,4749.0,disc,disc,18.0,22.0,gasoline,4,64.051,2
75211.0,Ford,2022,United States,truck,400.0,678.0,6.0,automatic,8,rack & pinion,4948.0,disc,disc,16.0,20.0,gasoline,5,98.54,4
69322.0,Ford,2022,United States,truck,325.0,542.4000000000001,4.0,automatic,8,rack & pinion,4488.0,disc,disc,20.0,26.0,gasoline,6,68.22,4
61344.0,Ford,2022,United States,van,275.0,352.56,6.0,automatic,8,rack & pinion,5631.0,disc,disc,15.0,19.0,gasoline,8,95.129,5
52488.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4587.0,disc,disc,17.0,19.0,gasoline,4,64.051,2
63101.0,Ford,2022,United States,van,266.0,429.85200000000003,4.0,automatic,1,power,5640.0,disc,disc,20.0,26.0,electric,2,68.22,4
62338.0,Ford,2022,United States,van,266.0,429.85200000000003,4.0,automatic,1,power,5640.0,disc,disc,20.0,26.0,electric,2,68.22,4
39744.0,Ford,2022,United States,minivan,162.0,195.264,4.0,automatic,8,power,3581.0,disc,disc,24.0,27.0,gasoline,2,59.882000000000005,4
36245.0,Ford,2022,United States,minivan,162.0,195.264,4.0,automatic,8,power,3581.0,disc,disc,24.0,27.0,gasoline,2,59.882000000000005,4
80870.0,Ford,2022,United States,suv,380.0,637.32,6.0,automatic,10,power,5793.0,disc,disc,16.0,21.0,gasoline,5,107.257,4
47520.0,Ford,2022,United States,coupe,310.0,474.6,4.0,automatic,10,power,3532.0,disc,disc,21.0,29.0,gasoline,4,64.051,2
52027.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4467.0,disc,disc,20.0,22.0,gasoline,5,78.83200000000001,4
36410.0,Ford,2022,United States,suv,270.0,420.36,4.0,automatic,10,power,4145.0,disc,disc,19.0,18.0,gasoline,4,68.22,4
51739.0,Ford,2023,United States,suv,270.0,420.36,4.0,automatic,10,power,4145.0,disc,disc,19.0,18.0,gasoline,4,68.22,4
48643.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4297.0,disc,disc,20.0,22.0,gasoline,4,64.051,2
48168.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,10,power,4497.0,disc,disc,20.0,22.0,gasoline,5,78.83200000000001,4
42192.0,Ford,2022,United States,suv,275.0,427.14000000000004,4.0,automatic,8,power,4286.0,disc,disc,20.0,22.0,gasoline,4,64.051,2
113414.0,Ford,2022,United States,suv,400.0,650.88,6.0,automatic,10,power,5544.0,disc,disc,17.0,23.0,gasoline,5,107.257,4
110606.0,Ford,2022,United States,suv,380.0,637.32,6.0,automatic,10,power,5544.0,disc,disc,17.0,23.0,gasoline,5,107.257,4
129686.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
129686.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
158875.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
200635.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
251712.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
266299.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,4.0,automatic,7,power,3975.0,disc,disc,16.0,19.0,diesel,7,57.0,5
150264.0,Mercedes,2023,Germany,sedan,329.0,565.452,4.0,automatic,8,rack & pinion,5597.0,disc,disc,97.0,97.0,electric,5,68.22,4
150984.0,Mercedes,2023,Germany,sedan,355.0,400.02000000000004,4.0,automatic,8,rack & pinion,5597.0,disc,disc,97.0,97.0,electric,5,68.22,4
181296.0,Mercedes,2023,Germany,sedan,516.0,855.6360000000001,4.0,automatic,8,rack & pinion,5888.0,disc,disc,92.0,99.0,electric,5,68.22,4
150264.0,Mercedes,2023,Germany,sedan,329.0,565.452,4.0,automatic,8,rack & pinion,5597.0,disc,disc,97.0,97.0,electric,5,68.22,4
83520.0,Mercedes,2023,United States,convertible,290.0,400.02000000000004,4.0,automatic,9,rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,2
86400.0,Mercedes,2023,United States,convertible,290.0,400.02000000000004,4.0,automatic,9,rack & pinion,3975.0,disc,disc,20.0,26.0,gasoline,5,68.22,2
189677.0,Mercedes,2022,United States,suv,290.0,400.02000000000004,6.0,manual,7,power,5346.0,ventilated disc,ventilated disc,26.0,28.0,gasoline,5,66.0,4
