price_in_aud,year,engine_power_hp,torque_nm,no_of_cylinders,gear_box_speed,kerb_weight_lbs,mileage_in_city_mpg,mileage_on_highway_mpg,seating_capacity,fuel_tank_capacity_litres,no_of_doors,brand,made_in,body_type,transmission_type,steering_type,front_brake,rear_brake,fuel_type
61042.0,2022,271.0,349.848,4.0,8,3534.0,19.0,25.0,5,62.91400000000001,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
55786.0,2022,271.0,349.848,4.0,8,3529.0,19.0,25.0,5,62.91400000000001,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
49176.0,2022,271.0,349.848,4.0,8,3457.0,19.0,25.0,5,62.91400000000001,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
64786.0,2023,215.0,337.644,4.0,8,4365.0,20.0,26.0,5,68.22,4,Subaru,Japan,suv,automatic,rack & pinion,disc,disc,electric
69826.0,2023,215.0,337.644,4.0,1,4455.0,20.0,26.0,5,68.22,4,Subaru,Japan,suv,automatic,power,disc,disc,electric
78552.0,2022,214.56,336.0,4.0,1,4453.0,20.0,26.0,5,68.22,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
51703.0,2022,260.0,375.612,4.0,8,3926.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
57514.0,2022,260.0,375.612,4.0,8,3937.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
53986.0,2022,182.0,238.656,4.0,8,3772.0,26.0,33.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
54706.0,2022,260.0,375.612,4.0,8,3926.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
27778.0,2022,152.0,196.62,4.0,5,2989.0,24.0,31.0,5,50.028,4,Subaru,Japan,hatchback,manual,power,disc,disc,gasoline
47261.0,2022,182.0,238.656,4.0,8,3620.0,25.0,28.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
45893.0,2022,182.0,238.656,4.0,8,3552.0,26.0,33.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
47261.0,2022,182.0,238.656,4.0,8,3620.0,25.0,28.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
40738.0,2022,182.0,238.656,4.0,8,3298.0,27.0,34.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
38794.0,2022,182.0,238.656,4.0,8,3637.0,26.0,33.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
35914.0,2022,152.0,196.62,4.0,8,3223.0,28.0,33.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
34258.0,2022,152.0,196.62,4.0,8,3188.0,28.0,33.0,5,62.91400000000001,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
32314.0,2022,152.0,196.62,4.0,6,3117.0,22.0,29.0,5,62.91400000000001,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
69826.0,2023,215.0,337.644,4.0,8,4455.0,20.0,26.0,5,68.22,4,Subaru,Japan,suv,automatic,power,disc,disc,electric
42610.0,2022,228.0,249.504,4.0,6,2864.0,21.0,31.0,4,50.028,2,Subaru,Japan,coupe,automatic,power,disc,disc,premium
52560.0,2022,260.0,375.612,4.0,8,3790.0,24.0,32.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
49666.0,2022,260.0,375.612,4.0,8,3779.0,24.0,32.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
43114.0,2022,182.0,238.656,4.0,8,3581.0,27.0,35.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
41458.0,2022,182.0,238.656,4.0,8,3560.0,27.0,35.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
36346.0,2022,182.0,238.656,4.0,8,3505.0,27.0,35.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
34690.0,2022,152.0,196.62,4.0,8,3146.0,27.0,35.0,5,50.028,4,Subaru,Japan,hatchback,automatic,power,disc,disc,gasoline
41026.0,2022,271.0,349.848,4.0,6,3294.0,21.0,27.0,5,60.261,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
40306.0,2022,228.0,249.504,4.0,6,2815.0,20.0,27.0,4,50.028,2,Subaru,United States,coupe,manual,power,disc,disc,premium
46498.0,2022,228.0,249.504,4.0,6,2881.0,21.0,30.0,4,50.028,2,Subaru,United States,coupe,automatic,power,disc,disc,premium
60768.0,2022,310.0,393.24,4.0,6,3527.0,16.0,22.0,5,60.261,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
52560.0,2022,260.0,375.612,4.0,8,3790.0,24.0,32.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
49666.0,2022,260.0,375.612,4.0,8,3779.0,24.0,32.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
33970.0,2022,152.0,196.62,4.0,8,3142.0,27.0,36.0,5,50.028,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
31954.0,2022,152.0,196.62,4.0,8,3084.0,28.0,36.0,5,50.028,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
28930.0,2022,152.0,196.62,4.0,8,3047.0,28.0,36.0,5,50.028,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
27058.0,2022,152.0,196.62,4.0,5,2976.0,23.0,31.0,5,50.028,4,Subaru,Japan,suv,manual,power,disc,disc,gasoline
43114.0,2022,182.0,238.656,4.0,8,3581.0,27.0,35.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
36346.0,2022,182.0,238.656,4.0,8,3505.0,27.0,35.0,5,70.115,4,Subaru,Japan,sedan,automatic,power,disc,disc,gasoline
66874.0,2022,260.0,375.612,4.0,8,4603.0,20.0,26.0,7,73.147,5,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
57010.0,2022,260.0,375.612,4.0,8,4515.0,20.0,26.0,8,73.147,5,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
54706.0,2022,260.0,375.612,4.0,8,4472.0,20.0,26.0,7,73.147,5,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
32674.0,2022,152.0,196.62,4.0,8,3104.0,28.0,36.0,5,50.028,4,Subaru,Japan,hatchback,automatic,power,disc,disc,gasoline
53770.0,2022,137.0,181.704,4.0,8,3717.0,20.0,26.0,5,50.028,4,Subaru,Japan,suv,automatic,power,disc,disc,hybrid
38002.0,2022,152.0,196.62,4.0,8,3150.0,28.0,36.0,5,50.028,4,Subaru,Japan,hatchback,automatic,power,disc,disc,gasoline
33106.0,2022,152.0,196.62,4.0,5,3084.0,22.0,30.0,5,50.028,4,Subaru,Japan,hatchback,manual,power,disc,disc,gasoline
57514.0,2022,260.0,375.612,4.0,8,3937.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
54706.0,2022,260.0,375.612,4.0,8,3926.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
53986.0,2022,182.0,238.656,4.0,8,3772.0,26.0,33.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
50602.0,2022,260.0,375.612,4.0,8,3885.0,23.0,30.0,5,70.115,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
47650.0,2022,268.0,349.848,4.0,6,3371.0,21.0,27.0,5,60.261,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
44698.0,2022,268.0,349.848,4.0,6,3340.0,21.0,27.0,5,60.261,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
41026.0,2022,271.0,349.848,4.0,6,3294.0,21.0,27.0,5,60.261,4,Subaru,Japan,sedan,manual,power,disc,disc,gasoline
50818.0,2022,182.0,238.656,4.0,8,3594.0,26.0,33.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
45893.0,2022,182.0,238.656,4.0,8,3552.0,26.0,33.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
42854.0,2022,182.0,238.656,4.0,8,3538.0,26.0,33.0,5,62.91400000000001,4,Subaru,Japan,suv,automatic,power,disc,disc,gasoline
71712.0,2022,360.0,528.84,8.0,8,5176.0,14.0,22.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
71698.0,2022,293.0,528.84,4.0,8,5176.0,14.0,22.0,7,68.22,4,Dodge,United States,suv,automatic,rack & pinion,disc,disc,gasoline
52992.0,2022,375.0,555.96,8.0,8,4182.0,15.0,23.0,4,70.115,2,Dodge,United States,suv,automatic,power,disc,disc,gasoline
57233.0,2022,370.0,535.62,8.0,8,4291.0,16.0,25.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
59890.0,2022,295.0,352.56,6.0,8,4986.0,18.0,25.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
58320.0,2022,370.0,535.62,8.0,8,4291.0,16.0,25.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
55109.0,2022,300.0,357.98400000000004,6.0,8,4205.0,18.0,27.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
50789.0,2022,300.0,357.98400000000004,6.0,8,4073.0,19.0,30.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
91483.0,2022,797.0,958.692,8.0,8,4430.0,13.0,22.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
66557.0,2022,485.0,644.1,8.0,8,4385.0,15.0,24.0,5,70.115,4,Dodge,United States,sedan,automatic,rack & pinion,disc,disc,gasoline
107856.0,2022,797.0,958.692,8.0,8,4586.0,12.0,21.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
88387.0,2022,797.0,958.692,8.0,8,4430.0,13.0,22.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,premium
104184.0,2022,797.0,958.692,8.0,8,4586.0,12.0,21.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
59141.0,2022,295.0,352.56,6.0,8,4986.0,18.0,25.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
55397.0,2022,295.0,352.56,6.0,8,4875.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
68573.0,2022,360.0,528.84,8.0,8,5176.0,19.0,22.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
72317.0,2022,360.0,528.84,8.0,8,5313.0,14.0,22.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
68573.0,2022,360.0,528.84,8.0,8,5176.0,19.0,22.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
88387.0,2022,717.0,889.5360000000001,8.0,8,4446.0,13.0,21.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,premium
52344.0,2022,370.0,535.62,8.0,8,4091.0,16.0,25.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
50328.0,2022,300.0,357.98400000000004,6.0,8,4205.0,18.0,27.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
75485.0,2022,295.0,352.56,6.0,8,5063.0,18.0,25.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
71741.0,2022,295.0,352.56,6.0,8,4990.0,19.0,26.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
88387.0,2022,797.0,958.692,8.0,8,4481.0,13.0,22.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
95429.0,2022,475.0,637.32,8.0,8,5378.0,13.0,19.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
60480.0,2022,485.0,644.1,8.0,8,4298.0,14.0,23.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
60480.0,2022,485.0,644.1,8.0,8,4274.0,14.0,23.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
51768.0,2022,303.0,363.408,6.0,8,4088.0,18.0,27.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
47059.0,2022,303.0,363.408,6.0,8,4051.0,18.0,27.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
57010.0,2022,295.0,352.56,6.0,8,4875.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
53410.0,2022,293.0,352.56,6.0,8,4913.0,18.0,25.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
54821.0,2022,293.0,352.56,6.0,8,4823.0,18.0,25.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
49421.0,2022,293.0,352.56,6.0,8,4680.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
42739.0,2022,303.0,363.408,6.0,8,3841.0,19.0,30.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
88387.0,2022,807.0,958.692,8.0,8,4441.0,13.0,22.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
51221.0,2022,293.0,352.56,6.0,8,3975.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
51077.0,2022,293.0,352.56,6.0,8,4689.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
53611.0,2022,375.0,555.96,8.0,8,4157.0,15.0,23.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
47448.0,2022,305.0,363.408,6.0,8,3886.0,19.0,30.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
42739.0,2022,303.0,363.408,6.0,8,3841.0,19.0,30.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
100512.0,2022,475.0,637.32,6.0,8,3975.0,13.0,19.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
118944.0,2022,710.0,867.84,8.0,8,3975.0,20.0,26.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,premium
104544.0,2022,717.0,881.4000000000001,8.0,8,4586.0,12.0,21.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
45144.0,2022,292.0,352.56,6.0,8,3964.0,19.0,30.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
91728.0,2022,717.0,889.5360000000001,8.0,8,4428.0,13.0,21.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,premium
88387.0,2022,717.0,889.5360000000001,8.0,8,4415.0,13.0,21.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,premium
84946.0,2021,797.0,958.692,8.0,8,4480.0,13.0,22.0,4,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
99360.0,2021,797.0,958.692,8.0,8,4586.0,12.0,21.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
84931.0,2021,717.0,889.5360000000001,8.0,8,4530.0,13.0,21.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
100786.0,2021,717.0,881.4000000000001,8.0,8,4586.0,12.0,21.0,5,70.115,4,Dodge,United States,sedan,automatic,power,disc,disc,gasoline
90706.0,2021,475.0,637.32,6.0,8,3975.0,13.0,19.0,6,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
86371.0,2021,797.0,958.692,8.0,8,4458.0,13.0,22.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
84946.0,2021,717.0,889.5360000000001,8.0,8,4429.0,13.0,21.0,5,70.115,4,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
56866.0,2021,485.0,644.1,8.0,8,4230.0,14.0,23.0,5,70.115,2,Dodge,United States,coupe,automatic,power,disc,disc,gasoline
57542.0,2021,295.0,352.56,6.0,8,3500.0,18.0,25.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
54662.0,2021,295.0,352.56,6.0,8,3500.0,19.0,26.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
55526.0,2021,295.0,352.56,6.0,8,3500.0,18.0,25.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
51782.0,2021,295.0,352.56,6.0,8,3500.0,19.0,26.0,7,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
51494.0,2021,293.0,352.56,6.0,8,3500.0,18.0,25.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
47174.0,2021,293.0,352.56,6.0,8,3500.0,19.0,26.0,5,93.234,4,Dodge,United States,suv,automatic,power,disc,disc,gasoline
60480.0,2022,227.0,420.36,4.0,6,3907.0,23.0,19.0,5,59.882000000000005,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
43128.0,2022,187.0,252.216,4.0,6,3717.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
49968.0,2022,227.0,420.36,4.0,6,3388.0,25.0,22.0,5,48.133,4,Mazda,United States,suv,automatic,rack & pinion,disc,abs,gasoline
40349.0,2022,227.0,420.36,4.0,6,3907.0,23.0,29.0,5,59.882000000000005,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
52416.0,2022,227.0,420.36,4.0,6,3907.0,23.0,29.0,5,59.882000000000005,4,Mazda,United States,suv,automatic,power,disc,disc,gasoline
59832.0,2023,227.0,420.36,4.0,6,3907.0,23.0,29.0,5,59.882000000000005,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
56952.0,2023,227.0,420.36,4.0,6,3907.0,23.0,29.0,5,59.882000000000005,4,Mazda,United States,suv,automatic,power,disc,disc,gasoline
52416.0,2023,227.0,420.36,4.0,6,3907.0,23.0,29.0,5,59.882000000000005,4,Mazda,United States,suv,automatic,power,disc,disc,gasoline
52531.0,2022,143.0,271.20000000000005,4.0,1,3655.0,20.0,26.0,5,57.987,4,Mazda,United States,suv,automatic,rack & pinion,disc,disc,gasoline
45994.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
51293.0,2022,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
52416.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
49536.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
42480.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
59832.0,2022,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
40608.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
38592.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,59.882000000000005,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
55656.0,2022,227.0,420.36,4.0,6,3856.0,22.0,27.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
52416.0,2022,227.0,420.36,4.0,6,3856.0,22.0,27.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
48888.0,2022,186.0,252.216,4.0,6,3717.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
47030.0,2022,187.0,252.216,4.0,6,3717.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
44237.0,2022,186.0,252.216,4.0,6,3717.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
40680.0,2022,186.0,252.216,4.0,6,3717.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
37296.0,2022,186.0,252.216,4.0,6,3717.0,24.0,30.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
43920.0,2022,186.0,252.216,4.0,6,3505.0,24.0,31.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,abs,gasoline
43488.0,2022,227.0,420.36,4.0,6,3505.0,24.0,31.0,5,48.133,4,Mazda,Japan,suv,automatic,rack & pinion,disc,disc,gasoline
43920.0,2022,186.0,252.216,4.0,6,3505.0,24.0,31.0,5,48.133,4,Mazda,Japan,suv,automatic,rack & pinion,disc,abs,gasoline
47232.0,2022,186.0,252.216,4.0,6,3505.0,24.0,31.0,5,48.133,4,Mazda,Japan,suv,automatic,rack & pinion,disc,abs,gasoline
40738.0,2022,186.0,252.216,4.0,6,3388.0,24.0,31.0,5,68.22,4,Mazda,Japan,suv,automatic,rack & pinion,disc,disc,gasoline
34704.0,2022,186.0,252.216,4.0,6,3092.0,26.0,34.0,5,50.028,4,Mazda,Japan,hatchback,automatic,power,disc,disc,gasoline
39456.0,2022,186.0,252.216,4.0,6,3092.0,26.0,34.0,5,50.028,4,Mazda,Japan,hatchback,automatic,power,disc,disc,gasoline
50299.0,2022,181.0,204.756,4.0,6,2452.0,26.0,34.0,2,45.101,2,Mazda,Japan,convertible,manual,power,disc,disc,gasoline
37080.0,2022,186.0,252.216,4.0,6,3092.0,26.0,34.0,5,50.028,4,Mazda,Japan,hatchback,automatic,power,disc,disc,gasoline
40824.0,2022,186.0,252.216,4.0,6,3022.0,24.0,33.0,5,50.028,4,Mazda,Japan,hatchback,manual,power,disc,disc,gasoline
46512.0,2022,181.0,204.756,4.0,6,2341.0,26.0,34.0,2,45.101,2,Mazda,Japan,convertible,manual,power,disc,disc,gasoline
45432.0,2022,227.0,420.36,4.0,6,3383.0,23.0,31.0,5,48.133,4,Mazda,Japan,hatchback,automatic,power,disc,disc,gasoline
39816.0,2022,186.0,252.216,4.0,6,3388.0,24.0,31.0,5,48.133,4,Mazda,United States,suv,automatic,power,disc,disc,gasoline
35424.0,2022,186.0,252.216,4.0,8,3388.0,24.0,31.0,5,48.133,4,Mazda,United States,suv,automatic,power,disc,disc,gasoline
31968.0,2022,186.0,252.216,4.0,6,3388.0,24.0,31.0,5,48.133,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
67982.0,2022,227.0,420.36,4.0,6,4409.0,20.0,26.0,6,73.905,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
49536.0,2022,227.0,420.36,4.0,6,3383.0,23.0,31.0,5,48.133,4,Mazda,Japan,hatchback,automatic,power,disc,disc,gasoline
38592.0,2023,187.0,252.216,4.0,6,3706.0,24.0,30.0,5,59.882000000000005,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
50400.0,2023,227.0,420.36,4.0,6,4409.0,20.0,26.0,6,73.905,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
62755.0,2022,227.0,420.36,4.0,6,4409.0,20.0,26.0,6,73.905,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
53899.0,2022,227.0,420.36,4.0,6,4409.0,20.0,26.0,7,73.905,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
47664.0,2022,227.0,420.36,4.0,6,3379.0,23.0,32.0,5,48.133,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
43992.0,2022,227.0,420.36,4.0,6,3379.0,23.0,32.0,5,48.133,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
41400.0,2022,186.0,252.216,4.0,6,3268.0,25.0,33.0,5,48.133,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
39384.0,2022,186.0,252.216,4.0,6,3100.0,26.0,35.0,5,50.028,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
38016.0,2022,186.0,252.216,4.0,6,3100.0,26.0,35.0,5,50.028,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
37656.0,2022,186.0,252.216,4.0,6,3268.0,25.0,33.0,5,48.133,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
35640.0,2022,186.0,252.216,4.0,6,3100.0,26.0,35.0,5,50.028,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
33264.0,2022,186.0,252.216,4.0,6,3100.0,26.0,35.0,5,50.028,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
29952.0,2022,155.0,203.4,4.0,6,2984.0,28.0,36.0,5,50.028,4,Mazda,Japan,sedan,automatic,power,disc,disc,gasoline
44352.0,2022,181.0,204.756,4.0,6,2341.0,26.0,34.0,2,45.101,2,Mazda,Japan,convertible,manual,power,disc,disc,gasoline
40579.0,2022,181.0,204.756,4.0,6,2465.0,26.0,35.0,2,45.101,2,Mazda,Japan,convertible,automatic,power,disc,disc,gasoline
37296.0,2022,250.0,252.216,4.0,6,3691.0,24.0,30.0,5,57.987,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
38592.0,2022,190.0,253.57200000000003,4.0,6,3975.0,20.0,26.0,5,68.22,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
52416.0,2022,255.0,433.92,4.0,6,3975.0,20.0,26.0,5,68.22,4,Mazda,Japan,suv,automatic,power,disc,disc,gasoline
52531.0,2022,143.0,271.20000000000005,4.0,8,3655.0,20.0,26.0,5,68.22,4,Mazda,Japan,suv,automatic,rack & pinion,disc,disc,electric
77731.0,2023,287.0,355.27200000000005,4.0,9,4883.0,17.0,25.0,7,72.01,5,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
62827.0,2023,287.0,355.27200000000005,4.0,9,4883.0,17.0,25.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
52258.0,2023,292.0,352.56,6.0,8,4267.0,18.0,27.0,5,70.115,4,Chrysler,United States,sedan,automatic,rack & pinion,disc,disc,gasoline
72936.0,2023,287.0,355.27200000000005,6.0,9,4330.0,19.0,30.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
83592.0,2023,260.0,400.02,6.0,8,5010.0,20.0,26.0,7,62.535,5,Chrysler,United States,minivan,automatic,power,disc,disc,hybrid
71986.0,2023,260.0,400.02,6.0,8,5010.0,20.0,26.0,7,62.535,5,Chrysler,United States,minivan,automatic,power,disc,disc,hybrid
58507.0,2023,287.0,355.27200000000005,4.0,9,4883.0,17.0,25.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
63533.0,2022,287.0,355.27200000000005,4.0,9,4883.0,17.0,25.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
53309.0,2023,287.0,355.27200000000005,4.0,9,4521.0,19.0,28.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
57730.0,2022,287.0,355.27200000000005,4.0,9,4883.0,17.0,25.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
53410.0,2022,287.0,355.27200000000005,4.0,9,4521.0,19.0,28.0,7,72.01,4,Chrysler,United States,minivan,automatic,power,disc,disc,gasoline
72000.0,2022,290.0,400.02,4.0,1,3975.0,20.0,26.0,5,68.22,4,Chrysler,United States,suv,automatic,power,disc,disc,electric
48298.0,2023,292.0,352.56,6.0,8,4267.0,18.0,27.0,5,70.115,4,Chrysler,United States,sedan,automatic,rack & pinion,disc,disc,gasoline
